annettevogt-20180320-rec_segment_0018;annettevogt-20180320-rec;segment_0018;In Dahlem. Wir sind in Berlin Dahlem.;in dahlem wir sind in berlin dahlem;3
timpritlove-20180320-rec_segment_0369;timpritlove-20180320-rec;segment_0369;Was vielleicht auch nicht so eine gute Idee gewesen ist, weil es da sicherlich noch sehr viel mehr Potenzial gegeben hätte. Ja.;was vielleicht auch nicht so eine gute idee gewesen ist weil es da sicherlich noch sehr viel mehr potenzial gegeben hätte ja;3
timpritlove-20180320-rec_segment_0371;timpritlove-20180320-rec;segment_0371;Vielleicht hätte das römische Reich gerettet werden können. *hehe*;vielleicht hätte das römische reich gerettet werden können hehe;3
timpritlove-20180320-rec_segment_0372;timpritlove-20180320-rec;segment_0372;Aber nichts *eh* hält ewig. Auch die Römer waren irgendwann nicht mehr *ehm*;aber nichts eh hält ewig auch die römer waren irgendwann nicht mehr ehm;3
timpritlove-20180320-rec_segment_0373;timpritlove-20180320-rec;segment_0373;die Nummer 1 in Europa, trotz all ihrer *eh* Leistungen.;die nummer eins in europa trotz all ihrer eh leistungen;3
timpritlove-20180320-rec_segment_0374;timpritlove-20180320-rec;segment_0374;Und dann ja dann;und dann ja dann;3
timpritlove-20180320-rec_segment_0375;timpritlove-20180320-rec;segment_0375;dann wurde es dunkel irgendwie in Europa, hat man da so ein bisschen den Eindruck. Ja die Rede vom finsteren Mittelalter. Das;dann wurde es dunkel irgendwie in europa hat man da so ein bisschen den eindruck ja die rede vom finsteren mittelalter das;3
timpritlove-20180320-rec_segment_0423;timpritlove-20180320-rec;segment_0423;mit dem Englischen entsprechend entwickelt. so ist es. So ist es. Und *eh* und das hat;mit dem englischen entsprechend entwickelt so ist es so ist es und eh und das hat;3
timpritlove-20180320-rec_segment_0431;timpritlove-20180320-rec;segment_0431;Bleiben wir nochmal kurz so in dieser *eh* in dieser Phase, also diesem dieser Mittelalterphase, wo;bleiben wir nochmal kurz so in dieser eh in dieser phase also diesem dieser mittelalterphase wo;3
timpritlove-20180320-rec_segment_0432;timpritlove-20180320-rec;segment_0432;Europa so gefühlt so eine kleine Auszeit nimmt. so Es gab große Umbrüche und so, aber dann ist einfach das;europa so gefühlt so eine kleine auszeit nimmt so es gab große umbrüche und so aber dann ist einfach das;3
timpritlove-20180320-rec_segment_0433;timpritlove-20180320-rec;segment_0433;gesamte Gebiet einfach so dermaßen *eh* wieder damit beschäftigt, sich gegenseitig *hehe* zu bekämpfen, dass;gesamte gebiet einfach so dermaßen eh wieder damit beschäftigt sich gegenseitig hehe zu bekämpfen dass;3
timpritlove-20180320-rec_segment_0434;timpritlove-20180320-rec;segment_0434;*ehm* die eigentlichen wissenschaftlichen Fortschritte woanders stattgefunden haben.;ehm die eigentlichen wissenschaftlichen fortschritte woanders stattgefunden haben;3
timpritlove-20180320-rec_segment_0435;timpritlove-20180320-rec;segment_0435;China haben wir schon genannt. Und ich denke, das ist ja auch *ehm* - weiß ich nicht - so ist ich glaube, mir geht es auch ein bisschen so, man hat so das Gefühl so, ja *eh*;china haben wir schon genannt und ich denke das ist ja auch ehm weiß ich nicht so ist ich glaube mir geht es auch ein bisschen so man hat so das gefühl so ja eh;3
timpritlove-20180320-rec_segment_0436;timpritlove-20180320-rec;segment_0436;Schwarzpulver und so, also da muss ja irgendwas passiert sein, weil das ist ja auch ansonsten überhaupt gar nicht zu erklären,;schwarzpulver und so also da muss ja irgendwas passiert sein weil das ist ja auch ansonsten überhaupt gar nicht zu erklären;3
timpritlove-20180320-rec_segment_0437;timpritlove-20180320-rec;segment_0437;wie diese kulturelle Vielfalt dort *eh* auch entstanden ist und *eh* auch entsprechende Ingenieursleistung. So was wie die;wie diese kulturelle vielfalt dort eh auch entstanden ist und eh auch entsprechende ingenieursleistung so was wie die;3
timpritlove-20180320-rec_segment_0438;timpritlove-20180320-rec;segment_0438;Chinesische Mauer et cetera, das sind ja alles Dinge, die jetzt ohne wissenschaftlichen Unterbau auch überhaupt gar nicht vorstellbar gewesen wären.;chinesische mauer et cetera das sind ja alles dinge die jetzt ohne wissenschaftlichen unterbau auch überhaupt gar nicht vorstellbar gewesen wären;3
timpritlove-20180320-rec_segment_0439;timpritlove-20180320-rec;segment_0439;Inwiefern, also was was hat sich denn dort, also was weiß man denn, was hat sich denn dort;inwiefern also was was hat sich denn dort also was weiß man denn was hat sich denn dort;3
timpritlove-20180320-rec_segment_0440;timpritlove-20180320-rec;segment_0440;*eh* entwickelt in dieser Zeit. Und vor allem, was mich besonders interessieren würde,;eh entwickelt in dieser zeit und vor allem was mich besonders interessieren würde;3
timpritlove-20180320-rec_segment_0441;timpritlove-20180320-rec;segment_0441;ist es irgendwie anders,;ist es irgendwie anders;3
timpritlove-20180320-rec_segment_0442;timpritlove-20180320-rec;segment_0442;als das was sich so im europäischen;als das was sich so im europäischen;3
timpritlove-20180320-rec_segment_0443;timpritlove-20180320-rec;segment_0443;und vielleicht noch arabischen Raum aufgetan hat. Also wie gesagt, das ist nicht mein Spezialgebiet. Ich weiß. Ich kenne mich da nicht... Ich frage es trotzdem *hehe*;und vielleicht noch arabischen raum aufgetan hat also wie gesagt das ist nicht mein spezialgebiet ich weiß ich kenne mich da nicht ich frage es trotzdem hehe;3
timpritlove-20180320-rec_segment_0476;timpritlove-20180320-rec;segment_0476;ja fallen mir zwar, wo auch Englisch sagen wir mal so *eh* selbstverständlich *eh* wird ja, auch gerade durch das Internet *eh* und;ja fallen mir zwar wo auch englisch sagen wir mal so eh selbstverständlich eh wird ja auch gerade durch das internet eh und;3
timpritlove-20180320-rec_segment_0477;timpritlove-20180320-rec;segment_0477;endlichen Möglichkeiten Englisch aufzunehmen,;endlichen möglichkeiten englisch aufzunehmen;3
timpritlove-20180320-rec_segment_0478;timpritlove-20180320-rec;segment_0478;*eh* ist so Chinesisch glaube ich so bisschen auch so der;eh ist so chinesisch glaube ich so bisschen auch so der;3
timpritlove-20180320-rec_segment_0479;timpritlove-20180320-rec;segment_0479;der Prototyp der nächsten Herausforderung, was so *eh* Weltsprachenwissen betrifft. ja ja. Da bin ich auch gespannt.;der prototyp der nächsten herausforderung was so eh weltsprachenwissen betrifft ja ja da bin ich auch gespannt;3
timpritlove-20180320-rec_segment_0480;timpritlove-20180320-rec;segment_0480;Mir wird sich das nicht mehr erschließen.;mir wird sich das nicht mehr erschließen;3
timpritlove-20180320-rec_segment_0481;timpritlove-20180320-rec;segment_0481;ich find Jetzt können wir dann mal so ein bisschen dann in die *eh*;ich find jetzt können wir dann mal so ein bisschen dann in die eh;3
timpritlove-20180320-rec_segment_0482;timpritlove-20180320-rec;segment_0482;doch besonders spannende *eh* neuere Zeit;doch besonders spannende eh neuere zeit;3
timpritlove-20180320-rec_segment_0483;timpritlove-20180320-rec;segment_0483;*eh* kommen, wo es ja dann auch in Europa wieder kräftig angezogen hat. Irgendwann war es dann mal;eh kommen wo es ja dann auch in europa wieder kräftig angezogen hat irgendwann war es dann mal;3
timpritlove-20180320-rec_segment_0484;timpritlove-20180320-rec;segment_0484;vorbei *eh* mit dem dunklen Zeitalter und irgendjemand hat das Licht eingeschaltet.;vorbei eh mit dem dunklen zeitalter und irgendjemand hat das licht eingeschaltet;3
timpritlove-20180320-rec_segment_0485;timpritlove-20180320-rec;segment_0485;*ehm* ﻿Ich weiß nicht, wo kann man denn so festmachen, wo kamen denn die Dinge wieder in die Bewegung. War das dann so Renaissance?;ehm ich weiß nicht wo kann man denn so festmachen wo kamen denn die dinge wieder in die bewegung war das dann so renaissance;3
timpritlove-20180320-rec_segment_0544;timpritlove-20180320-rec;segment_0544;machen oder ist er nur so ein Repräsentant der Zeit, weil sich der;machen oder ist er nur so ein repräsentant der zeit weil sich der;3
timpritlove-20180320-rec_segment_0553;timpritlove-20180320-rec;segment_0553;da *eh* Forschungen machen um . Ich bin jetzt ein bisschen überrascht, dass ich nicht erst Leonardo Da Vinci *eh* höre,;da eh forschungen machen um ich bin jetzt ein bisschen überrascht dass ich nicht erst leonardo da vinci eh höre;3
timpritlove-20180320-rec_segment_0554;timpritlove-20180320-rec;segment_0554;*eh* ja zählt der nicht so richtig als...*hehe* Ja doch, aber *eh*;eh ja zählt der nicht so richtig als hehe ja doch aber eh;3
timpritlove-20180320-rec_segment_0568;timpritlove-20180320-rec;segment_0568;Da kommen wir glaube ich an einen ganz interessanten Punkt, weil;da kommen wir glaube ich an einen ganz interessanten punkt weil;3
timpritlove-20180320-rec_segment_0569;timpritlove-20180320-rec;segment_0569;einerseits jetzt Wissenschaft, wenn man jetzt diese ganze Zeit bis hierhin betrachtet so naja, also es war;einerseits jetzt wissenschaft wenn man jetzt diese ganze zeit bis hierhin betrachtet so naja also es war;3
timpritlove-20180320-rec_segment_0570;timpritlove-20180320-rec;segment_0570;glaube ich relativ klar für jeden so, man hat dann irgendwas herausgefunden, wenn wir das so machen, dann funktioniert das besser und das waren alles recht;glaube ich relativ klar für jeden so man hat dann irgendwas herausgefunden wenn wir das so machen dann funktioniert das besser und das waren alles recht;3
timpritlove-20180320-rec_segment_0571;timpritlove-20180320-rec;segment_0571;einfache Dinge, die halt so hier auf der Erde stattfinden, die unmittelbaren;einfache dinge die halt so hier auf der erde stattfinden die unmittelbaren;3
timpritlove-20180320-rec_segment_0572;timpritlove-20180320-rec;segment_0572;Auswirkungen haben auf;auswirkungen haben auf;3
timpritlove-20180320-rec_segment_0573;timpritlove-20180320-rec;segment_0573;die Ernte, auf den Transport, auf die Navigation. Selbst wenn sie sich in dem Moment schon so ein bisschen mit dem Himmel beschäftigt, aber eben dann;die ernte auf den transport auf die navigation selbst wenn sie sich in dem moment schon so ein bisschen mit dem himmel beschäftigt aber eben dann;3
timpritlove-20180320-rec_segment_0574;timpritlove-20180320-rec;segment_0574;auf eine sehr mechanische Art und Weise.;auf eine sehr mechanische art und weise;3
timpritlove-20180320-rec_segment_0575;timpritlove-20180320-rec;segment_0575;Galileo dann mit seiner Feststellung, wie wir ja schon gesagt haben, im Prinzip auch schon;galileo dann mit seiner feststellung wie wir ja schon gesagt haben im prinzip auch schon;3
timpritlove-20180320-rec_segment_0580;timpritlove-20180320-rec;segment_0580;Okay, ich *eh* aber zumindest gab es bei den Ägyptern schon sehr viele Erkenntnisse aus denen man auch schon vieles hätte ab;okay ich eh aber zumindest gab es bei den ägyptern schon sehr viele erkenntnisse aus denen man auch schon vieles hätte ab;3
timpritlove-20180320-rec_segment_0581;timpritlove-20180320-rec;segment_0581;*eh* leiten können. so nich Sonnenuhren et cetera., und Berechnungen der Größe der Erde, also es es gab ja schon;eh leiten können so nich sonnenuhren et cetera und berechnungen der größe der erde also es es gab ja schon;3
timpritlove-20180320-rec_segment_0582;timpritlove-20180320-rec;segment_0582;*eh* ähnliche Erkenntnisse. Nichtsdestotrotz ist es jetzt erst;eh ähnliche erkenntnisse nichtsdestotrotz ist es jetzt erst;3
timpritlove-20180320-rec_segment_0583;timpritlove-20180320-rec;segment_0583;mit *eh* Galilei dann so an diesen Punkt gekommen, wo man mehr wo sich quasi dieser;mit eh galilei dann so an diesen punkt gekommen wo man mehr wo sich quasi dieser;3
timpritlove-20180320-rec_segment_0584;timpritlove-20180320-rec;segment_0584;*eh* Status Quo der der Weltreligion;eh status quo der der weltreligion;3
timpritlove-20180320-rec_segment_0585;timpritlove-20180320-rec;segment_0585;hier *eh* herausgefordert fühlte,;hier eh herausgefordert fühlte;3
timpritlove-20180320-rec_segment_0586;timpritlove-20180320-rec;segment_0586;weil auf einmal die Wissenschaft es quasi gewagt hat, mehr als jetzt nur praktische;weil auf einmal die wissenschaft es quasi gewagt hat mehr als jetzt nur praktische;3
timpritlove-20180320-rec_segment_0587;timpritlove-20180320-rec;segment_0587;Erkenntnisse für das tägliche Leben zu liefern, sondern eben auch das Weltbild begann zu;erkenntnisse für das tägliche leben zu liefern sondern eben auch das weltbild begann zu;3
timpritlove-20180320-rec_segment_0610;timpritlove-20180320-rec;segment_0610;Wie ging es dann von da aus weiter. wie Weil irgendwann;wie ging es dann von da aus weiter wie weil irgendwann;3
timpritlove-20180320-rec_segment_0613;timpritlove-20180320-rec;segment_0613;sagen wir mal die Erkenntnisdichte geschafft hat,;sagen wir mal die erkenntnisdichte geschafft hat;3
timpritlove-20180320-rec_segment_0614;timpritlove-20180320-rec;segment_0614;um dann eben auch einmal die gesamtgesellschaftlichen Bedingungen;um dann eben auch einmal die gesamtgesellschaftlichen bedingungen;3
timpritlove-20180320-rec_segment_0615;timpritlove-20180320-rec;segment_0615;ja revolutionär zu ändern. *mhm*;ja revolutionär zu ändern mhm;3
timpritlove-20180320-rec_segment_0637;timpritlove-20180320-rec;segment_0637;Und das ist aber eben immer sehr unterschiedlich dann gehandhabt worden. Wann ist es denn von den Mäzenaten;und das ist aber eben immer sehr unterschiedlich dann gehandhabt worden wann ist es denn von den mäzenaten;3
timpritlove-20180320-rec_segment_0638;timpritlove-20180320-rec;segment_0638;tum wirklich in so ein, wir müssen das jetzt quasi als gesamtgesellschaftliche Aufgabe verstehen übergegangen?;tum wirklich in so ein wir müssen das jetzt quasi als gesamtgesellschaftliche aufgabe verstehen übergegangen;3
timpritlove-20180320-rec_segment_0665;timpritlove-20180320-rec;segment_0665;und *eh*  Ja selbst wenn, ich meine, das ist ja noch der geringste Preis, den man da bezahlen kann. Schwieriger wäre es halt, wenn;und eh ja selbst wenn ich meine das ist ja noch der geringste preis den man da bezahlen kann schwieriger wäre es halt wenn;3
timpritlove-20180320-rec_segment_0666;timpritlove-20180320-rec;segment_0666;jemand Geld nur gibt, um eine bestimmte Sicht;jemand geld nur gibt um eine bestimmte sicht;3
timpritlove-20180320-rec_segment_0667;timpritlove-20180320-rec;segment_0667;genau genau  eine bestimmte Sicht *eh* zu unterstützen, und wenn die Ergebnisse was anderes bringen, dann wird es wieder sein gelassen et cetera;genau genau eine bestimmte sicht eh zu unterstützen und wenn die ergebnisse was anderes bringen dann wird es wieder sein gelassen et cetera;3
timpritlove-20180320-rec_segment_0668;timpritlove-20180320-rec;segment_0668;Das ist ja eigentlich die Gefahr. Genau, und aber wie gesagt, insofern ist das schade, dass in Deutschland also so;das ist ja eigentlich die gefahr genau und aber wie gesagt insofern ist das schade dass in deutschland also so;3
timpritlove-20180320-rec_segment_0690;timpritlove-20180320-rec;segment_0690;schief geht und wie man es nicht machen soll. Dann mal her mit den Beispielen, das würde mich ja jetzt doch *eh* sehr interessieren. Was sind denn so die Fälle, an denen man das Für und Wider;schief geht und wie man es nicht machen soll dann mal her mit den beispielen das würde mich ja jetzt doch eh sehr interessieren was sind denn so die fälle an denen man das für und wider;3
timpritlove-20180320-rec_segment_0693;timpritlove-20180320-rec;segment_0693;behindern Wissenschaft. Ja das ist klar, aber wenn es jetzt konkret zum Beispiel um die Finanzierung geht.;behindern wissenschaft ja das ist klar aber wenn es jetzt konkret zum beispiel um die finanzierung geht;3
timpritlove-20180320-rec_segment_0713;timpritlove-20180320-rec;segment_0713;Wenn man jetzt Napoleon hört, denkt man;wenn man jetzt napoleon hört denkt man;3
timpritlove-20180320-rec_segment_0714;timpritlove-20180320-rec;segment_0714;natürlich auch gleich an diese an die ganzen Kriege, die der ja sicher junge Mann alle so angezettelt hat, das ist ja dann sicherlich auch ein Teil der Motivation gewesen,;natürlich auch gleich an diese an die ganzen kriege die der ja sicher junge mann alle so angezettelt hat das ist ja dann sicherlich auch ein teil der motivation gewesen;3
timpritlove-20180320-rec_segment_0731;timpritlove-20180320-rec;segment_0731;tja Aber da stehen dann die einzelnen Interessen;tja aber da stehen dann die einzelnen interessen;3
timpritlove-20180320-rec_segment_0734;timpritlove-20180320-rec;segment_0734;Ich denke, Galileo dürfte sich also Galileo Galilei dürfte sich nicht so sehr viel Gedanken darüber gemacht haben, was jetzt *eh*;ich denke galileo dürfte sich also galileo galilei dürfte sich nicht so sehr viel gedanken darüber gemacht haben was jetzt eh;3
timpritlove-20180320-rec_segment_0735;timpritlove-20180320-rec;segment_0735;die Erfindung des Fernrohrs so an Menschenleben im Kriegseinsatz *eh* gekostet hat *eh*.;die erfindung des fernrohrs so an menschenleben im kriegseinsatz eh gekostet hat eh;3
timpritlove-20180320-rec_segment_0736;timpritlove-20180320-rec;segment_0736;Jetzt allerdings - weiß nicht, ob das jetzt schon bei Napoleon eine nennenswerte Rolle gespielt hat,;jetzt allerdings weiß nicht ob das jetzt schon bei napoleon eine nennenswerte rolle gespielt hat;3
timpritlove-20180320-rec_segment_0737;timpritlove-20180320-rec;segment_0737;Waffentechnik *eh* ja wird sicherlich ein Teil dessen gewesen sein.;waffentechnik eh ja wird sicherlich ein teil dessen gewesen sein;3
timpritlove-20180320-rec_segment_0738;timpritlove-20180320-rec;segment_0738;Aber umso mehr wir uns jetzt hier so der Neuzeit nähern,;aber umso mehr wir uns jetzt hier so der neuzeit nähern;3
timpritlove-20180320-rec_segment_0739;timpritlove-20180320-rec;segment_0739;ist das aber schon sehr wohl eine Frage.;ist das aber schon sehr wohl eine frage;3
timpritlove-20180320-rec_segment_0740;timpritlove-20180320-rec;segment_0740;Wir hatten ja schon eingangs *eh* erwähnt, so für den Wissenschaftler ist nicht unbedingt immer nur entscheidend, wie er arbeitet, sondern auch welche ethischen Prinzipien dem;wir hatten ja schon eingangs eh erwähnt so für den wissenschaftler ist nicht unbedingt immer nur entscheidend wie er arbeitet sondern auch welche ethischen prinzipien dem;3
timpritlove-20180320-rec_segment_0741;timpritlove-20180320-rec;segment_0741;zu *eh* Grunde liegen. Wann hat sich denn so eine;zu eh grunde liegen wann hat sich denn so eine;3
timpritlove-20180320-rec_segment_0742;timpritlove-20180320-rec;segment_0742;ethische Frage *eh* dann auch wirklich mal bewusst ergeben. wann Seit wann wird so etwas überhaupt;ethische frage eh dann auch wirklich mal bewusst ergeben wann seit wann wird so etwas überhaupt;3
timpritlove-20180320-rec_segment_0798;timpritlove-20180320-rec;segment_0798;aufs Spiel gesetzt wird. Aber die Wissenschaft selber hat ja dadurch dann so ein bisschen auch ihre Unschuld *eh* verloren. Also bis dahin ja;aufs spiel gesetzt wird aber die wissenschaft selber hat ja dadurch dann so ein bisschen auch ihre unschuld eh verloren also bis dahin ja;3
timpritlove-20180320-rec_segment_0799;timpritlove-20180320-rec;segment_0799;hatte man immer so diesen ewigen;hatte man immer so diesen ewigen;3
timpritlove-20180320-rec_segment_0801;timpritlove-20180320-rec;segment_0801;Freund und egal was wir machen, also wir können soviel forschen wie wir wollen, es kann sich nur positiv auswirken;freund und egal was wir machen also wir können soviel forschen wie wir wollen es kann sich nur positiv auswirken;3
timpritlove-20180320-rec_segment_0802;timpritlove-20180320-rec;segment_0802;und das ist ja im Prinzip dann;und das ist ja im prinzip dann;3
timpritlove-20180320-rec_segment_0828;timpritlove-20180320-rec;segment_0828;Da sind wir wieder beim Zauberlehrling, nicht. Die Geister, die ich rief. Ja. ja *hehe*;da sind wir wieder beim zauberlehrling nicht die geister die ich rief ja ja hehe;3
timpritlove-20180320-rec_segment_0840;timpritlove-20180320-rec;segment_0840;Findet denn diese ethische Debatte in der Ausbildung heutzutage auch *eh*  an den Universitäten;findet denn diese ethische debatte in der ausbildung heutzutage auch eh an den universitäten;3
timpritlove-20180320-rec_segment_0841;timpritlove-20180320-rec;segment_0841;auch mit statt? Gibt es diese;auch mit statt gibt es diese;3
timpritlove-20180320-rec_segment_0849;timpritlove-20180320-rec;segment_0849;Kann man aber trotzdem noch was draus lernen,;kann man aber trotzdem noch was draus lernen;3
timpritlove-20180320-rec_segment_0854;timpritlove-20180320-rec;segment_0854;Also nicht nicht nicht nur, aber auch aus;also nicht nicht nicht nur aber auch aus;3
timpritlove-20180320-rec_segment_0869;timpritlove-20180320-rec;segment_0869;Ich meine es gibt jetzt so viele so viele Aspekte, die man in dem Zusammenhang *eh* noch aufrufen kann.;ich meine es gibt jetzt so viele so viele aspekte die man in dem zusammenhang eh noch aufrufen kann;3
timpritlove-20180320-rec_segment_0870;timpritlove-20180320-rec;segment_0870;Ich würde nochmal bisschen kurz zurückgehen so und hinterfragen,;ich würde nochmal bisschen kurz zurückgehen so und hinterfragen;3
timpritlove-20180320-rec_segment_0872;timpritlove-20180320-rec;segment_0872;bildet hat und inwiefern das;bildet hat und inwiefern das;3
timpritlove-20180320-rec_segment_0873;timpritlove-20180320-rec;segment_0873;*ehm* denn auch in der Form noch zeitgemäß ist. Also wir hatten so mit *eh*;ehm denn auch in der form noch zeitgemäß ist also wir hatten so mit eh;3
timpritlove-20180320-rec_segment_0874;timpritlove-20180320-rec;segment_0874;... die industrielle Revolution hat ja auch sagen wir mal eine auch diese diese Erkenntnis überhaupt erst mal in diese Gesellschaft mit reingebracht,;die industrielle revolution hat ja auch sagen wir mal eine auch diese diese erkenntnis überhaupt erst mal in diese gesellschaft mit reingebracht;3
timpritlove-20180320-rec_segment_0875;timpritlove-20180320-rec;segment_0875;dass das jetzt der der Motor des Fortschritts auch ist.;dass das jetzt der der motor des fortschritts auch ist;3
timpritlove-20180320-rec_segment_0876;timpritlove-20180320-rec;segment_0876;Also dass man sozusagen die gesellschaftliche Entwicklung,;also dass man sozusagen die gesellschaftliche entwicklung;3
timpritlove-20180320-rec_segment_0877;timpritlove-20180320-rec;segment_0877;ja da wird dann immer ab und zu mal was erfunden, da kommt mal was dazu, das wird so wahrgenommen, aber das stand nicht so im im Mittelpunkt. Während so das zwanzigste Jahrhundert,;ja da wird dann immer ab und zu mal was erfunden da kommt mal was dazu das wird so wahrgenommen aber das stand nicht so im im mittelpunkt während so das zwanzigste jahrhundert;3
timpritlove-20180320-rec_segment_0878;timpritlove-20180320-rec;segment_0878;*eh* wenn ich mir das so anschaue, so enorm;eh wenn ich mir das so anschaue so enorm;3
timpritlove-20180320-rec_segment_0879;timpritlove-20180320-rec;segment_0879;davon geprägt war, dass man auch verstanden hat, dass diese gesamten wissenschaftlichen *eh*  Erkenntnisse;davon geprägt war dass man auch verstanden hat dass diese gesamten wissenschaftlichen eh erkenntnisse;3
timpritlove-20180320-rec_segment_0880;timpritlove-20180320-rec;segment_0880;dazu geführt haben, eben;dazu geführt haben eben;3
timpritlove-20180320-rec_segment_0881;timpritlove-20180320-rec;segment_0881;einen anderen Wohlstand *eh* zu schaffen. jetzt mal Von den Kriegen mal wirklich mal ganz;einen anderen wohlstand eh zu schaffen jetzt mal von den kriegen mal wirklich mal ganz;3
timpritlove-20180320-rec_segment_0882;timpritlove-20180320-rec;segment_0882;abgesehen *mhm* , die ja nochmal ein Drama für sich sind. aber das Also allein die industrielle *eh* Produktion von *eh* Waren, Transportsystemen,;abgesehen mhm die ja nochmal ein drama für sich sind aber das also allein die industrielle eh produktion von eh waren transportsystemen;3
timpritlove-20180320-rec_segment_0883;timpritlove-20180320-rec;segment_0883;*eh* natürlich auch die Auswirkungen, die das auf die Agrar *eh* produktivität hatte. Die haben ja *eh* Probleme gelöst,;eh natürlich auch die auswirkungen die das auf die agrar eh produktivität hatte die haben ja eh probleme gelöst;3
timpritlove-20180320-rec_segment_0884;timpritlove-20180320-rec;segment_0884;die man heute ja gar nicht mehr kennt. Also Hunger oder so, ja das ist *eh*;die man heute ja gar nicht mehr kennt also hunger oder so ja das ist eh;3
timpritlove-20180320-rec_segment_0885;timpritlove-20180320-rec;segment_0885;zumindest in unseren Breiten, in unseren breiten das muss man dazu sagen. Aber das war halt auch in Europa noch;zumindest in unseren breiten in unseren breiten das muss man dazu sagen aber das war halt auch in europa noch;3
timpritlove-20180320-rec_segment_0886;timpritlove-20180320-rec;segment_0886;noch ein Problem. so ja ja Und *eh* das ist gelöst worden. Und *eh* ich erinnere mich;noch ein problem so ja ja und eh das ist gelöst worden und eh ich erinnere mich;3
timpritlove-20180320-rec_segment_0887;timpritlove-20180320-rec;segment_0887;*ehm* noch aus einem anderen Gespräch, was ich an einer anderen Stelle schon mal *eh* geführt habe, das so;ehm noch aus einem anderen gespräch was ich an einer anderen stelle schon mal eh geführt habe das so;3
timpritlove-20180320-rec_segment_0888;timpritlove-20180320-rec;segment_0888;*eh* nach dem Zweiten Weltkrieg, als dann auch die europäischen Nationen mehr aufeinander gingen und irgendwie Appelle *ehm* gestartet wurden,;eh nach dem zweiten weltkrieg als dann auch die europäischen nationen mehr aufeinander gingen und irgendwie appelle ehm gestartet wurden;3
timpritlove-20180320-rec_segment_0889;timpritlove-20180320-rec;segment_0889;*ehm* ja dass man es auch vielleicht jetzt mal mit Kollaboration *eh* probieren sollte und Freundschaft und nicht die ganze Zeit sich *eh* die Köpfe einhauen sollten.;ehm ja dass man es auch vielleicht jetzt mal mit kollaboration eh probieren sollte und freundschaft und nicht die ganze zeit sich eh die köpfe einhauen sollten;3
timpritlove-20180320-rec_segment_0890;timpritlove-20180320-rec;segment_0890;Dass dass eben diese große;dass dass eben diese große;3
timpritlove-20180320-rec_segment_0891;timpritlove-20180320-rec;segment_0891;ja dass dass wir uns sozusagen gerade in einer wichtigen Zeit finden, in der eben dieser gesamte technische Fortschritt einfach die Gesellschaft neu;ja dass dass wir uns sozusagen gerade in einer wichtigen zeit finden in der eben dieser gesamte technische fortschritt einfach die gesellschaft neu;3
timpritlove-20180320-rec_segment_0892;timpritlove-20180320-rec;segment_0892;gestaltet, und dass es wichtig ist, sich darauf zu konzentrieren das voranzubringen. Und;gestaltet und dass es wichtig ist sich darauf zu konzentrieren das voranzubringen und;3
timpritlove-20180320-rec_segment_0893;timpritlove-20180320-rec;segment_0893;die letzten 50 60 Jahre, in meiner Wahrnehmung,;die letzten fünfzig sechzig jahre in meiner wahrnehmung;3
timpritlove-20180320-rec_segment_0894;timpritlove-20180320-rec;segment_0894;waren eben auch enorm davon geprägt. ja Universitäten waren wichtig, Wirtschaft Wissenschaft *eh* hat zusammen gearbeitet, das war so ein *eh*;waren eben auch enorm davon geprägt ja universitäten waren wichtig wirtschaft wissenschaft eh hat zusammen gearbeitet das war so ein eh;3
timpritlove-20180320-rec_segment_0895;timpritlove-20180320-rec;segment_0895;*ehm* so ein Ding, was Hand in Hand ging. Es gab ein Selbstverständnis *ehm*;ehm so ein ding was hand in hand ging es gab ein selbstverständnis ehm;3
timpritlove-20180320-rec_segment_0896;timpritlove-20180320-rec;segment_0896;dafür, dass eben die Wissenschaft jetzt nicht nur so,;dafür dass eben die wissenschaft jetzt nicht nur so;3
timpritlove-20180320-rec_segment_0897;timpritlove-20180320-rec;segment_0897;ja das sind da so die klugen Leute und die lassen sich immer lustige Sachen einfallen und die Erfindung, die war ja ganz lustig, aber ansonsten brauchen wir das nicht. So;ja das sind da so die klugen leute und die lassen sich immer lustige sachen einfallen und die erfindung die war ja ganz lustig aber ansonsten brauchen wir das nicht so;3
timpritlove-20180320-rec_segment_0898;timpritlove-20180320-rec;segment_0898;dass sich das eigentlich komplett gewandelt hat, dass man eben ein Selbstverständnis hat, dass das irgendwie *eh* erstrebenswert ist, auch für einen Großteil der Gesellschaft;dass sich das eigentlich komplett gewandelt hat dass man eben ein selbstverständnis hat dass das irgendwie eh erstrebenswert ist auch für einen großteil der gesellschaft;3
timpritlove-20180320-rec_segment_0899;timpritlove-20180320-rec;segment_0899;zu studieren, zu *eh* sich quasi der Forschung anzuschließen.;zu studieren zu eh sich quasi der forschung anzuschließen;3
timpritlove-20180320-rec_segment_0900;timpritlove-20180320-rec;segment_0900;Ist das noch so, wo geht da die Reise hin? *ehm*;ist das noch so wo geht da die reise hin ehm;3
timpritlove-20180320-rec_segment_0958;timpritlove-20180320-rec;segment_0958;Jetzt hatten wir vorhin ja schon über dieses Mäzenatentum gesprochen, so auch der;jetzt hatten wir vorhin ja schon über dieses mäzenatentum gesprochen so auch der;3
